inputIp,note,inetnum,netname,descr,country,adminC,techC,status,mntBy,created,lastModified,source,person,remarks,address,phone,nicHdl,route,origin,yResultLabel,org,geoloc,organisation,orgName,orgType,abuseC,mntRef,role,abuseMailbox,faxNo,mntLower,mntRoutes,mntDomains,availableAt,netRange,cidr,netName,netHandle,parent,netType,organization,regDate,updated,ref,orgId,city,stateProv,postalCode,comment,orgNocHandle,orgNocName,orgNocPhone,orgNocEmail,orgNocRef,orgAbuseHandle,orgAbuseName,orgAbusePhone,orgAbuseEmail,orgAbuseRef,orgTechHandle,orgTechName,orgTechPhone,orgTechEmail,orgTechRef,rwhoisV_1_0V_1_5,network,contact,originAs,orgRoutingHandle,orgRoutingName,orgRoutingPhone,orgRoutingEmail,orgRoutingRef,mntIrt,irt,eMail,auth,rwhoisV_1_5,customer,custName,rTechHandle,rTechName,rTechPhone,rTechEmail,rTechRef,rAbuseHandle,rAbuseName,rAbusePhone,rAbuseEmail,rAbuseRef,rnocHandle,rnocName,rnocPhone,rnocEmail,rnocRef,notify,language,orgDnsHandle,orgDnsName,orgDnsPhone,orgDnsEmail,orgDnsRef,referralRwhois,sponsoringOrg,memberOf,seeHttp
96.9.247.187,,,,,US US US,,,,,,,,,,13308 Redfish Ln Ste 101 325 Delaware Ave Suite 300 603 Discovery Dr.,,,,,vpn,,,,"Nexeon Technologies, Inc. Nexeon Technologies, Inc. NordVPN (US)",,,,,,,,,,https://www.arin.net/resources/registry/whois/tou/ https://www.arin.net/resources/registry/whois/tou/,96.9.192.0 - 96.9.255.255 96.9.240.0 - 96.9.255.255 96.9.247.184 - 96.9.247.191,96.9.192.0/18 96.9.240.0/20 96.9.247.184/29,NEXEON-IPV4-4 BUF1-96-9-240-0-20 NORDVPN-NET,NET-96-9-192-0-1 NET-96-9-240-0-1 NET-96-9-247-184-1,NET96 (NET-96-0-0-0-0) NEXEON-IPV4-4 (NET-96-9-192-0-1) BUF1-96-9-240-0-20 (NET-96-9-240-0-1),Direct Allocation Reallocated Reallocated,"Nexeon Technologies, Inc. (NEXEO-2) Nexeon Technologies, Inc. (NT-65) NordVPN (US) (NU-135)",2015-03-10 2010-02-17 2016-02-19 2014-03-03 2019-08-07 2018-10-23,2017-04-10 2017-01-28 2016-02-19 2016-02-18 2019-08-07 2018-10-23,https://rdap.arin.net/registry/ip/96.9.192.0 https://rdap.arin.net/registry/entity/NEXEO-2 https://rdap.arin.net/registry/ip/96.9.240.0 https://rdap.arin.net/registry/entity/NT-65 https://rdap.arin.net/registry/ip/96.9.247.184 https://rdap.arin.net/registry/entity/NU-135,NEXEO-2 NT-65 NU-135,Stafford Buffalo West Chicago,TX NY IL,77477 14202 60185,"Please send all abuse and DMCA reports to abuse@nexeontech.com Please send all abuse and DMCA reports to abuse@nexeontech.com Resources under this ORG are provisioned in Nexeon's BUF1 data center. Please e-mail abuse to: abuse@nexeontech.com Letters and other postal mail should be sent to the following mailing address, not the data center address provided in WHOIS: ATTN: BUF1 NOC Nexeon Technologies, Inc. 13308 Redfish Ln Ste 101 Stafford, TX 77477 United States",NETWO3628-ARIN NETWO3628-ARIN,Network Operations Network Operations,+1-877-639-3660 +1-877-639-3660,noc@nexeontech.com noc@nexeontech.com,https://rdap.arin.net/registry/entity/NETWO3628-ARIN https://rdap.arin.net/registry/entity/NETWO3628-ARIN,ABUSE2544-ARIN ABUSE2544-ARIN ABUSE7044-ARIN,Abuse Department Abuse Department Abuse,+1-877-639-3660 +1-877-639-3660 +5076498893645,abuse@nexeontech.com abuse@nexeontech.com abuse@nordvpn.com,https://rdap.arin.net/registry/entity/ABUSE2544-ARIN https://rdap.arin.net/registry/entity/ABUSE2544-ARIN https://rdap.arin.net/registry/entity/ABUSE7044-ARIN,IPADM506-ARIN TECHN1380-ARIN IPADM506-ARIN ABUSE7044-ARIN,IP Administration Technical Support IP Administration Abuse,+1-877-639-3660 +1-281-860-2364 +1-877-639-3660 +5076498893645,ipadmin@nexeontech.com ipadmin@nexeontech.com ipadmin@nexeontech.com abuse@nordvpn.com,https://rdap.arin.net/registry/entity/IPADM506-ARIN https://rdap.arin.net/registry/entity/TECHN1380-ARIN https://rdap.arin.net/registry/entity/IPADM506-ARIN https://rdap.arin.net/registry/entity/ABUSE7044-ARIN,,,,AS20278 AS20278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.9.247.188,,,,,US US US,,,,,,,,,,13308 Redfish Ln Ste 101 325 Delaware Ave Suite 300 603 Discovery Dr.,,,,,vpn,,,,"Nexeon Technologies, Inc. Nexeon Technologies, Inc. NordVPN (US)",,,,,,,,,,https://www.arin.net/resources/registry/whois/tou/ https://www.arin.net/resources/registry/whois/tou/,96.9.192.0 - 96.9.255.255 96.9.240.0 - 96.9.255.255 96.9.247.184 - 96.9.247.191,96.9.192.0/18 96.9.240.0/20 96.9.247.184/29,NEXEON-IPV4-4 BUF1-96-9-240-0-20 NORDVPN-NET,NET-96-9-192-0-1 NET-96-9-240-0-1 NET-96-9-247-184-1,NET96 (NET-96-0-0-0-0) NEXEON-IPV4-4 (NET-96-9-192-0-1) BUF1-96-9-240-0-20 (NET-96-9-240-0-1),Direct Allocation Reallocated Reallocated,"Nexeon Technologies, Inc. (NEXEO-2) Nexeon Technologies, Inc. (NT-65) NordVPN (US) (NU-135)",2015-03-10 2010-02-17 2016-02-19 2014-03-03 2019-08-07 2018-10-23,2017-04-10 2017-01-28 2016-02-19 2016-02-18 2019-08-07 2018-10-23,https://rdap.arin.net/registry/ip/96.9.192.0 https://rdap.arin.net/registry/entity/NEXEO-2 https://rdap.arin.net/registry/ip/96.9.240.0 https://rdap.arin.net/registry/entity/NT-65 https://rdap.arin.net/registry/ip/96.9.247.184 https://rdap.arin.net/registry/entity/NU-135,NEXEO-2 NT-65 NU-135,Stafford Buffalo West Chicago,TX NY IL,77477 14202 60185,"Please send all abuse and DMCA reports to abuse@nexeontech.com Please send all abuse and DMCA reports to abuse@nexeontech.com Resources under this ORG are provisioned in Nexeon's BUF1 data center. Please e-mail abuse to: abuse@nexeontech.com Letters and other postal mail should be sent to the following mailing address, not the data center address provided in WHOIS: ATTN: BUF1 NOC Nexeon Technologies, Inc. 13308 Redfish Ln Ste 101 Stafford, TX 77477 United States",NETWO3628-ARIN NETWO3628-ARIN,Network Operations Network Operations,+1-877-639-3660 +1-877-639-3660,noc@nexeontech.com noc@nexeontech.com,https://rdap.arin.net/registry/entity/NETWO3628-ARIN https://rdap.arin.net/registry/entity/NETWO3628-ARIN,ABUSE2544-ARIN ABUSE2544-ARIN ABUSE7044-ARIN,Abuse Department Abuse Department Abuse,+1-877-639-3660 +1-877-639-3660 +5076498893645,abuse@nexeontech.com abuse@nexeontech.com abuse@nordvpn.com,https://rdap.arin.net/registry/entity/ABUSE2544-ARIN https://rdap.arin.net/registry/entity/ABUSE2544-ARIN https://rdap.arin.net/registry/entity/ABUSE7044-ARIN,IPADM506-ARIN TECHN1380-ARIN IPADM506-ARIN ABUSE7044-ARIN,IP Administration Technical Support IP Administration Abuse,+1-877-639-3660 +1-281-860-2364 +1-877-639-3660 +5076498893645,ipadmin@nexeontech.com ipadmin@nexeontech.com ipadmin@nexeontech.com abuse@nordvpn.com,https://rdap.arin.net/registry/entity/IPADM506-ARIN https://rdap.arin.net/registry/entity/TECHN1380-ARIN https://rdap.arin.net/registry/entity/IPADM506-ARIN https://rdap.arin.net/registry/entity/ABUSE7044-ARIN,,,,AS20278 AS20278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.9.247.203,,,,,US US US,,,,,,,,,,13308 Redfish Ln Ste 101 325 Delaware Ave Suite 300 603 Discovery Dr.,,,,,vpn,,,,"Nexeon Technologies, Inc. Nexeon Technologies, Inc. NordVPN (US)",,,,,,,,,,https://www.arin.net/resources/registry/whois/tou/ https://www.arin.net/resources/registry/whois/tou/,96.9.192.0 - 96.9.255.255 96.9.240.0 - 96.9.255.255 96.9.247.200 - 96.9.247.207,96.9.192.0/18 96.9.240.0/20 96.9.247.200/29,NEXEON-IPV4-4 BUF1-96-9-240-0-20 NORDVPN-NET,NET-96-9-192-0-1 NET-96-9-240-0-1 NET-96-9-247-200-1,NET96 (NET-96-0-0-0-0) NEXEON-IPV4-4 (NET-96-9-192-0-1) BUF1-96-9-240-0-20 (NET-96-9-240-0-1),Direct Allocation Reallocated Reallocated,"Nexeon Technologies, Inc. (NEXEO-2) Nexeon Technologies, Inc. (NT-65) NordVPN (US) (NU-135)",2015-03-10 2010-02-17 2016-02-19 2014-03-03 2018-10-23 2018-10-23,2017-04-10 2017-01-28 2016-02-19 2016-02-18 2018-10-23 2018-10-23,https://rdap.arin.net/registry/ip/96.9.192.0 https://rdap.arin.net/registry/entity/NEXEO-2 https://rdap.arin.net/registry/ip/96.9.240.0 https://rdap.arin.net/registry/entity/NT-65 https://rdap.arin.net/registry/ip/96.9.247.200 https://rdap.arin.net/registry/entity/NU-135,NEXEO-2 NT-65 NU-135,Stafford Buffalo West Chicago,TX NY IL,77477 14202 60185,"Please send all abuse and DMCA reports to abuse@nexeontech.com Please send all abuse and DMCA reports to abuse@nexeontech.com Resources under this ORG are provisioned in Nexeon's BUF1 data center. Please e-mail abuse to: abuse@nexeontech.com Letters and other postal mail should be sent to the following mailing address, not the data center address provided in WHOIS: ATTN: BUF1 NOC Nexeon Technologies, Inc. 13308 Redfish Ln Ste 101 Stafford, TX 77477 United States",NETWO3628-ARIN NETWO3628-ARIN,Network Operations Network Operations,+1-877-639-3660 +1-877-639-3660,noc@nexeontech.com noc@nexeontech.com,https://rdap.arin.net/registry/entity/NETWO3628-ARIN https://rdap.arin.net/registry/entity/NETWO3628-ARIN,ABUSE2544-ARIN ABUSE2544-ARIN ABUSE7044-ARIN,Abuse Department Abuse Department Abuse,+1-877-639-3660 +1-877-639-3660 +5076498893645,abuse@nexeontech.com abuse@nexeontech.com abuse@nordvpn.com,https://rdap.arin.net/registry/entity/ABUSE2544-ARIN https://rdap.arin.net/registry/entity/ABUSE2544-ARIN https://rdap.arin.net/registry/entity/ABUSE7044-ARIN,IPADM506-ARIN TECHN1380-ARIN IPADM506-ARIN ABUSE7044-ARIN,IP Administration Technical Support IP Administration Abuse,+1-877-639-3660 +1-281-860-2364 +1-877-639-3660 +5076498893645,ipadmin@nexeontech.com ipadmin@nexeontech.com ipadmin@nexeontech.com abuse@nordvpn.com,https://rdap.arin.net/registry/entity/IPADM506-ARIN https://rdap.arin.net/registry/entity/TECHN1380-ARIN https://rdap.arin.net/registry/entity/IPADM506-ARIN https://rdap.arin.net/registry/entity/ABUSE7044-ARIN,,,,AS20278 AS20278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.9.247.243,,,,,US US US,,,,,,,,,,13308 Redfish Ln Ste 101 325 Delaware Ave Suite 300 603 Discovery Dr.,,,,,vpn,,,,"Nexeon Technologies, Inc. Nexeon Technologies, Inc. NordVPN (US)",,,,,,,,,,https://www.arin.net/resources/registry/whois/tou/ https://www.arin.net/resources/registry/whois/tou/,96.9.192.0 - 96.9.255.255 96.9.240.0 - 96.9.255.255 96.9.247.240 - 96.9.247.247,96.9.192.0/18 96.9.240.0/20 96.9.247.240/29,NEXEON-IPV4-4 BUF1-96-9-240-0-20 NORDVPN-NET,NET-96-9-192-0-1 NET-96-9-240-0-1 NET-96-9-247-240-1,NET96 (NET-96-0-0-0-0) NEXEON-IPV4-4 (NET-96-9-192-0-1) BUF1-96-9-240-0-20 (NET-96-9-240-0-1),Direct Allocation Reallocated Reallocated,"Nexeon Technologies, Inc. (NEXEO-2) Nexeon Technologies, Inc. (NT-65) NordVPN (US) (NU-135)",2015-03-10 2010-02-17 2016-02-19 2014-03-03 2018-10-23 2018-10-23,2017-04-10 2017-01-28 2016-02-19 2016-02-18 2018-10-23 2018-10-23,https://rdap.arin.net/registry/ip/96.9.192.0 https://rdap.arin.net/registry/entity/NEXEO-2 https://rdap.arin.net/registry/ip/96.9.240.0 https://rdap.arin.net/registry/entity/NT-65 https://rdap.arin.net/registry/ip/96.9.247.240 https://rdap.arin.net/registry/entity/NU-135,NEXEO-2 NT-65 NU-135,Stafford Buffalo West Chicago,TX NY IL,77477 14202 60185,"Please send all abuse and DMCA reports to abuse@nexeontech.com Please send all abuse and DMCA reports to abuse@nexeontech.com Resources under this ORG are provisioned in Nexeon's BUF1 data center. Please e-mail abuse to: abuse@nexeontech.com Letters and other postal mail should be sent to the following mailing address, not the data center address provided in WHOIS: ATTN: BUF1 NOC Nexeon Technologies, Inc. 13308 Redfish Ln Ste 101 Stafford, TX 77477 United States",NETWO3628-ARIN NETWO3628-ARIN,Network Operations Network Operations,+1-877-639-3660 +1-877-639-3660,noc@nexeontech.com noc@nexeontech.com,https://rdap.arin.net/registry/entity/NETWO3628-ARIN https://rdap.arin.net/registry/entity/NETWO3628-ARIN,ABUSE2544-ARIN ABUSE2544-ARIN ABUSE7044-ARIN,Abuse Department Abuse Department Abuse,+1-877-639-3660 +1-877-639-3660 +5076498893645,abuse@nexeontech.com abuse@nexeontech.com abuse@nordvpn.com,https://rdap.arin.net/registry/entity/ABUSE2544-ARIN https://rdap.arin.net/registry/entity/ABUSE2544-ARIN https://rdap.arin.net/registry/entity/ABUSE7044-ARIN,IPADM506-ARIN TECHN1380-ARIN IPADM506-ARIN ABUSE7044-ARIN,IP Administration Technical Support IP Administration Abuse,+1-877-639-3660 +1-281-860-2364 +1-877-639-3660 +5076498893645,ipadmin@nexeontech.com ipadmin@nexeontech.com ipadmin@nexeontech.com abuse@nordvpn.com,https://rdap.arin.net/registry/entity/IPADM506-ARIN https://rdap.arin.net/registry/entity/TECHN1380-ARIN https://rdap.arin.net/registry/entity/IPADM506-ARIN https://rdap.arin.net/registry/entity/ABUSE7044-ARIN,,,,AS20278 AS20278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.9.250.147,,,,,US US US,,,,,,,,,,13308 Redfish Ln Ste 101 325 Delaware Ave Suite 300 603 Discovery Dr.,,,,,vpn,,,,"Nexeon Technologies, Inc. Nexeon Technologies, Inc. NordVPN (US)",,,,,,,,,,https://www.arin.net/resources/registry/whois/tou/ https://www.arin.net/resources/registry/whois/tou/,96.9.192.0 - 96.9.255.255 96.9.240.0 - 96.9.255.255 96.9.250.144 - 96.9.250.151,96.9.192.0/18 96.9.240.0/20 96.9.250.144/29,NEXEON-IPV4-4 BUF1-96-9-240-0-20 NORDVPN-NET,NET-96-9-192-0-1 NET-96-9-240-0-1 NET-96-9-250-144-1,NET96 (NET-96-0-0-0-0) NEXEON-IPV4-4 (NET-96-9-192-0-1) BUF1-96-9-240-0-20 (NET-96-9-240-0-1),Direct Allocation Reallocated Reallocated,"Nexeon Technologies, Inc. (NEXEO-2) Nexeon Technologies, Inc. (NT-65) NordVPN (US) (NU-135)",2015-03-10 2010-02-17 2016-02-19 2014-03-03 2019-04-23 2018-10-23,2017-04-10 2017-01-28 2016-02-19 2016-02-18 2019-04-23 2018-10-23,https://rdap.arin.net/registry/ip/96.9.192.0 https://rdap.arin.net/registry/entity/NEXEO-2 https://rdap.arin.net/registry/ip/96.9.240.0 https://rdap.arin.net/registry/entity/NT-65 https://rdap.arin.net/registry/ip/96.9.250.144 https://rdap.arin.net/registry/entity/NU-135,NEXEO-2 NT-65 NU-135,Stafford Buffalo West Chicago,TX NY IL,77477 14202 60185,"Please send all abuse and DMCA reports to abuse@nexeontech.com Please send all abuse and DMCA reports to abuse@nexeontech.com Resources under this ORG are provisioned in Nexeon's BUF1 data center. Please e-mail abuse to: abuse@nexeontech.com Letters and other postal mail should be sent to the following mailing address, not the data center address provided in WHOIS: ATTN: BUF1 NOC Nexeon Technologies, Inc. 13308 Redfish Ln Ste 101 Stafford, TX 77477 United States",NETWO3628-ARIN NETWO3628-ARIN,Network Operations Network Operations,+1-877-639-3660 +1-877-639-3660,noc@nexeontech.com noc@nexeontech.com,https://rdap.arin.net/registry/entity/NETWO3628-ARIN https://rdap.arin.net/registry/entity/NETWO3628-ARIN,ABUSE2544-ARIN ABUSE2544-ARIN ABUSE7044-ARIN,Abuse Department Abuse Department Abuse,+1-877-639-3660 +1-877-639-3660 +5076498893645,abuse@nexeontech.com abuse@nexeontech.com abuse@nordvpn.com,https://rdap.arin.net/registry/entity/ABUSE2544-ARIN https://rdap.arin.net/registry/entity/ABUSE2544-ARIN https://rdap.arin.net/registry/entity/ABUSE7044-ARIN,IPADM506-ARIN TECHN1380-ARIN IPADM506-ARIN ABUSE7044-ARIN,IP Administration Technical Support IP Administration Abuse,+1-877-639-3660 +1-281-860-2364 +1-877-639-3660 +5076498893645,ipadmin@nexeontech.com ipadmin@nexeontech.com ipadmin@nexeontech.com abuse@nordvpn.com,https://rdap.arin.net/registry/entity/IPADM506-ARIN https://rdap.arin.net/registry/entity/TECHN1380-ARIN https://rdap.arin.net/registry/entity/IPADM506-ARIN https://rdap.arin.net/registry/entity/ABUSE7044-ARIN,,,,AS20278 AS20278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.44.128.0,,,,,,,,,,,,,,,,,,,,vpn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00090h:00 manage.quadranet.com (Ubersmith RWhois Server V-4.5.4),Class-Name:network Auth-Area:96.44.128.0/21 ID:NET-45485.96.44.128.0/29 Network-Name:Public Network IP Range IP-Network:96.44.128.0/29 IP-Network-Block:96.44.128.0 - 96.44.128.7 Org-Name:Advanced Cash Management LLC Street-Address:530 West 6th St City:Los Angeles State:CA Postal-Code:90014 Country-Code:US Tech-Contact:MAINT-45485.96.44.128.0/29 Created:20131125212914000 Updated:20131125212914000 Updated-By:support@quadranet.com,POC-Name:Uma Maheswari Kannan POC-Email:uma@advancedcashmanagement.com POC-Phone:+919941180649 Tech-Name:Uma Maheswari Kannan Tech-Email:uma@advancedcashmanagement.com Tech-Phone:+919941180649 Abuse-Name:Abuse Dept Abuse-Email:abuse@quadranet.com Abuse-Phone:EMAIL ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.44.128.114,,,,,,,,,,,,,,,,,,,,vpn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00090h:00 manage.quadranet.com (Ubersmith RWhois Server V-4.5.4),Class-Name:network Auth-Area:96.44.128.0/21 ID:NET-49390.96.44.128.112/28 Network-Name:Public Network IP Range IP-Network:96.44.128.112/28 IP-Network-Block:96.44.128.112 - 96.44.128.127 Org-Name:ExpressVPN Street-Address:530 West 6th St City:Los Angeles State:CA Postal-Code:90014 Country-Code:US Tech-Contact:MAINT-49390.96.44.128.112/28 Created:20140528173428000 Updated:20200612221704000 Updated-By:support@quadranet.com,POC-Name:Network Administrator POC-Email:support@quadranet.com POC-Phone:1-888-5-QUADRA Tech-Name:Network Administrator Tech-Email:support@quadranet.com Tech-Phone:1-888-5-QUADRA Abuse-Name:Abuse Dept Abuse-Email:abuse@quadranet.com Abuse-Phone:EMAIL ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.44.129.134,,,,,,,,,,,,,,,,,,,,vpn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00090h:00 manage.quadranet.com (Ubersmith RWhois Server V-4.5.4),Class-Name:network Auth-Area:96.44.128.0/21 ID:NET-69424.96.44.129.128/29 Network-Name:Public Network IP Range IP-Network:96.44.129.128/29 IP-Network-Block:96.44.129.128 - 96.44.129.135 Org-Name:ExpressVPN Street-Address:530 West 6th St City:Los Angeles State:CA Postal-Code:90014 Country-Code:US Tech-Contact:MAINT-69424.96.44.129.128/29 Created:20160615013002000 Updated:20200612221658000 Updated-By:support@quadranet.com,POC-Name:Network Administrator POC-Email:support@quadranet.com POC-Phone:1-888-5-QUADRA Tech-Name:Network Administrator Tech-Email:support@quadranet.com Tech-Phone:1-888-5-QUADRA Abuse-Name:Abuse Dept Abuse-Email:abuse@quadranet.com Abuse-Phone:EMAIL ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.44.132.0,,,,,,,,,,,,,,,,,,,,vpn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00090h:00 manage.quadranet.com (Ubersmith RWhois Server V-4.5.4),Class-Name:network Auth-Area:96.44.128.0/21 ID:NET-122460.96.44.132.0/29 Network-Name:Public Network IP Range IP-Network:96.44.132.0/29 IP-Network-Block:96.44.132.0 - 96.44.132.7 Org-Name:Promo People Corp Street-Address:3960 Howard Hughes Parkway City:Las Vegas State:NV Postal-Code:89169 Country-Code:US Tech-Contact:MAINT-122460.96.44.132.0/29 Created:20200618084147000 Updated:20200618084147000 Updated-By:support@quadranet.com,POC-Name:Network Administrator POC-Email:support@quadranet.com POC-Phone:1-888-5-QUADRA Tech-Name:Network Administrator Tech-Email:support@quadranet.com Tech-Phone:1-888-5-QUADRA Abuse-Name:Abuse Dept Abuse-Email:abuse@quadranet.com Abuse-Phone:EMAIL ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.44.134.155,,,,,,,,,,,,,,,,,,,,vpn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00090h:00 manage.quadranet.com (Ubersmith RWhois Server V-4.5.4),"Class-Name:network Auth-Area:96.44.128.0/21 ID:NET-78566.96.44.134.152/29 Network-Name:Public Network IP Range IP-Network:96.44.134.152/29 IP-Network-Block:96.44.134.152 - 96.44.134.159 Org-Name:TEFINCOM S.A. Street-Address:50th Street, Global Plaza Tower 19th Floor, Suite H City:Panama City State:Panama City Postal-Code:00000 Country-Code:PA Tech-Contact:MAINT-78566.96.44.134.152/29 Created:20170411001605000 Updated:20170411001605000 Updated-By:support@quadranet.com",POC-Name:Network Administrator POC-Email:support@quadranet.com POC-Phone:1-888-5-QUADRA Tech-Name:Network Administrator Tech-Email:support@quadranet.com Tech-Phone:1-888-5-QUADRA Abuse-Name:Abuse Abuse-Email:abuse@nordvpn.com Abuse-Phone:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.44.136.0,,,,,,,,,,,,,,,,,,,,vpn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00090h:00 manage.quadranet.com (Ubersmith RWhois Server V-4.5.4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.44.139.35,,,,,,,,,,,,,,,,,,,,vpn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00090h:00 manage.quadranet.com (Ubersmith RWhois Server V-4.5.4),Class-Name:network Auth-Area:96.44.139.0/24 ID:NET-41081.96.44.139.32/27 Network-Name:Public Network IP Range IP-Network:96.44.139.32/27 IP-Network-Block:96.44.139.32 - 96.44.139.63 Org-Name:VPNetworks LLC Street-Address:530 West 6th St City:Los Angeles State:CA Postal-Code:90014 Country-Code:US Tech-Contact:MAINT-41081.96.44.139.32/27 Created:20130322000958000 Updated:20200718002257000 Updated-By:support@quadranet.com,POC-Name:Network Administrator POC-Email:support@quadranet.com POC-Phone:1-888-5-QUADRA Tech-Name:Network Administrator Tech-Email:support@quadranet.com Tech-Phone:1-888-5-QUADRA Abuse-Name:Abuse Dept Abuse-Email:abuse@quadranet.com Abuse-Phone:EMAIL ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.44.139.37,,,,,,,,,,,,,,,,,,,,vpn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00090h:00 manage.quadranet.com (Ubersmith RWhois Server V-4.5.4),Class-Name:network Auth-Area:96.44.139.0/24 ID:NET-41081.96.44.139.32/27 Network-Name:Public Network IP Range IP-Network:96.44.139.32/27 IP-Network-Block:96.44.139.32 - 96.44.139.63 Org-Name:VPNetworks LLC Street-Address:530 West 6th St City:Los Angeles State:CA Postal-Code:90014 Country-Code:US Tech-Contact:MAINT-41081.96.44.139.32/27 Created:20130322000958000 Updated:20200718002257000 Updated-By:support@quadranet.com,POC-Name:Network Administrator POC-Email:support@quadranet.com POC-Phone:1-888-5-QUADRA Tech-Name:Network Administrator Tech-Email:support@quadranet.com Tech-Phone:1-888-5-QUADRA Abuse-Name:Abuse Dept Abuse-Email:abuse@quadranet.com Abuse-Phone:EMAIL ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.44.139.38,,,,,,,,,,,,,,,,,,,,vpn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00090h:00 manage.quadranet.com (Ubersmith RWhois Server V-4.5.4),Class-Name:network Auth-Area:96.44.139.0/24 ID:NET-41081.96.44.139.32/27 Network-Name:Public Network IP Range IP-Network:96.44.139.32/27 IP-Network-Block:96.44.139.32 - 96.44.139.63 Org-Name:VPNetworks LLC Street-Address:530 West 6th St City:Los Angeles State:CA Postal-Code:90014 Country-Code:US Tech-Contact:MAINT-41081.96.44.139.32/27 Created:20130322000958000 Updated:20200718002257000 Updated-By:support@quadranet.com,POC-Name:Network Administrator POC-Email:support@quadranet.com POC-Phone:1-888-5-QUADRA Tech-Name:Network Administrator Tech-Email:support@quadranet.com Tech-Phone:1-888-5-QUADRA Abuse-Name:Abuse Dept Abuse-Email:abuse@quadranet.com Abuse-Phone:EMAIL ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.44.139.178,,,,,,,,,,,,,,,,,,,,vpn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00090h:00 manage.quadranet.com (Ubersmith RWhois Server V-4.5.4),Class-Name:network Auth-Area:96.44.139.0/24 ID:NET-50532.96.44.139.176/28 Network-Name:Public Network IP Range IP-Network:96.44.139.176/28 IP-Network-Block:96.44.139.176 - 96.44.139.191 Org-Name:VPNetworks LLC Street-Address:530 West 6th St City:Los Angeles State:CA Postal-Code:90014 Country-Code:US Tech-Contact:MAINT-50532.96.44.139.176/28 Created:20140730231747000 Updated:20200718002149000 Updated-By:support@quadranet.com,POC-Name:Network Administrator POC-Email:support@quadranet.com POC-Phone:1-888-5-QUADRA Tech-Name:Network Administrator Tech-Email:support@quadranet.com Tech-Phone:1-888-5-QUADRA Abuse-Name:Abuse Dept Abuse-Email:abuse@quadranet.com Abuse-Phone:EMAIL ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.44.139.194,,,,,,,,,,,,,,,,,,,,vpn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00090h:00 manage.quadranet.com (Ubersmith RWhois Server V-4.5.4),Class-Name:network Auth-Area:96.44.139.0/24 ID:NET-50533.96.44.139.192/28 Network-Name:Public Network IP Range IP-Network:96.44.139.192/28 IP-Network-Block:96.44.139.192 - 96.44.139.207 Org-Name:VPNetworks LLC Street-Address:530 West 6th St City:Los Angeles State:CA Postal-Code:90014 Country-Code:US Tech-Contact:MAINT-50533.96.44.139.192/28 Created:20140730231747000 Updated:20200718002155000 Updated-By:support@quadranet.com,POC-Name:Network Administrator POC-Email:support@quadranet.com POC-Phone:1-888-5-QUADRA Tech-Name:Network Administrator Tech-Email:support@quadranet.com Tech-Phone:1-888-5-QUADRA Abuse-Name:Abuse Dept Abuse-Email:abuse@quadranet.com Abuse-Phone:EMAIL ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
